id,nội dung câu hỏi,Bloom_Label
2579,Bài thơ kết hợp những phương thức biểu đạt nào,Analyze
2580,Câu nào sau đây thể hiện rõ niềm xúc động của tác giả khi vào lăng viếng Bác,Remember
2581,Hình ảnh hàng tre trong bài thơ có ý nghĩa gì,Evaluate
2582,Bài thơ Viếng lăng Bác nằm trong tập thơ nào của tác giả Viễn Phương,Remember
2583,Bài thơ Viếng lăng Bác được sáng tác vào năm nào,Remember
2584,Tác giả của bài thơViếng lăng Bác được ai sáng tác,Remember
2585,Ý nào sau đây nhận xét đúng về bài thơ Viếng lăng Bác của Viễn Phương,Understand
2586,Câu thơ Kết tràng hoa dâng bảy mươi chín mùa xuân sử dụng biện pháp tu từ gì,Understand
2587,Địa danh nào sau đây là quê hương của Viễn Phương,Understand
2588,Viễn Phương sinh năm bao nhiêu,Understand
2589,Tên thật của Viễn Phương là gì,Remember
2590,Trong kháng chiến chống Pháp Viễn Phương hoạt động văn nghệ ở đâu,Understand
2591,Trong thời kì chống Mĩ cứu nước Viễn Phương trở ra Bắc hoặt động văn nghệ đúng hay sai,Apply
2592,Nh ận xét nào đúng khi nói về tác giả Viễn Phương,Remember
2593,Đâu không phải là tác phẩm của Viễn Phương,Understand
2594,Viễn Phương ra thăm Lăng Bác trong hoàn cảnh nào,Understand
2595,Thơ Viễn Phương có đặc điểm gì,Understand
2596,Bài thơ Viếng lăng Bác được sáng tác vào năm nào,Remember
2597,Viếng lăng Bác được ai sáng tác,Understand
2598,Viếng lăng Bác được sáng tác bằng thể thơ gì,Understand
2599,Nhận xét nào đúng nhất về nội dung bài thơ,Evaluate
2600,Bài thơ Viếng lăng Bác được in trong tập thơ nào,Understand
2601,Ý nào sau đây nhận xét đúng về bài thơ Viếng lăng Bác của Viễn Phương,Understand
2602,Viễn Phương sáng tác Viếng lăng Bác trong hoàn cảnh nào,Understand
2603,Ý nào nêu đúng nhất về giọng điệu của bài thơ,Understand
2604,Nhận định nào đúng khi giới thiệu bài thơ Viếng lăng Bác,Understand
2605,Khổ thơ thứ nhất thể hiện nội dung gì,Understand
2606,Từ thăm trong câu Con ở miền Nam ra thăm lăng Bác sử dụng biện pháp tu từ gì,Understand
2607,Câu thơ Kết tràng hoa dâng bảy mươi chín mùa xuân sử dụng biện pháp tu từ gì,Understand
2608,Câu nào sau đây thể hiện rõ niềm xúc động của tác giả khi vào lăng viếng Bác,Remember
2609,Phẩm chất nổi bật của cây tre được tác giả nói đến trong khổ thơ đầu bài thơ,Remember
2610,Tác giả sử dụng phép tu từ nào trong hai câu thơ Ngày ngày mặt trời đi qua trên lăng Thấy một mặt trời trong lăng rất đỏ,Remember
2611,Hiệu quả của phép tu từ tìm được trong hai câu trên là gì,Remember
2612,Bài thơ kết hợp những phương thức biểu đạt nào,Analyze
2613,Nghệ thuật nổi bật nhất của bài thơ trên là,Understand
2614,Ý nào sau đây không đúng khi nói về đặc điểm của bài văn nghị luận tác phẩm truyện hoặc đoạn trích,Understand
2615,Cho đoạn văn sau Trả lời câu hỏi từ 2 đến 4 Từ việc miêu tả hoạt động của các nhân vật Nam Cao đã gián tiếp đưa ra một tình thế lựa chọn đối với lão Hạc mà các dấu hiệu của nó đã được chuẩn bị ngay từ đầu Đó là việc giải quyết cái sống và cái chết sống liệu có giữ được mảnh vườn cho con mà vẫn có cái để mà ăn hay không bán mất mảnh vườn sẽ là một trọng tội không thể tha thứ được của lão đối với người vợ đã khuất và đứa con đang ở xa hay là chết thì sẽ giữ được mảnh vườn lương tâm yên ổn Nhưng nếu chết thì phải chết như thế nào chuẩn bị cho nó ra sao Cuối cùng lão Hạc lựa chọn cái chết Đầu tiên lão để cho cậu vàng chết trước Sau đó mới đến mình Lão âm thầm chuẩn bị dọn dẹp chu tất một con đường sạch sẽ để bước đến nhà mồ nhờ ông giáo giữ vườn để khỏi ai tranh chiếm nhòm ngó gửi cầm 30 đồng bạc để cậy bà con lo liệu ma chay nếu mình có mệnh hệ gì Lão đã chọn cái chết trong còn hơn phải sống khổ sống nhục Lão đã chết một cách cao ngạo và thảm khốc Chỉ có bằng cách này lão mới khỏi phạm vào mảnh đất thiêng dành cho con mình mới có thể chấm dứt kiếp sống lay lắt héo úa Đoạn văn trên phù hợp với nội dung của đề văn nghị luận nào,Create
2616,Cách trình bày của đoạn trên theo trình tự nào,Create
2617,Đoạn văn trên lập luận theo phương thức nào,Create
2618,Nghị luận về tác phẩm truyện hay đoạn trích là gì,Remember
2619,Đọc đoạn văn sau và trả lời các câu hỏi từ 6 đến 9 Trong nền văn học hiện đại Kim Lân là một gương mặt độc đáo Do hoàn cảnh sống của mình ông am hiểu sâu sắc sinh hoạt tâm lí của người nông dân Kim Lân được xem là nhà văn của nông thôn của người dân quê Việt Nam với vẻ đẹp mộc mạc mà đậm đà Làng là một trong những truyện ngắn đặc sắc nhất của Kim Lân Tác phẩm này được viết trong thời kì đầu của cuộc kháng chiến chống thực dân Pháp thể hiện một cách sinh động vẻ đẹp của tình yêu quê hương tình yêu đất nước ở người nông dân Ai đến với Làng chắc khó có thể quên ông Hai một nhân vật nông dân mang đến những nét đẹp thật đáng yêu qua ngòi bút khắc họa tài tình của Kim Lân Đoạn văn trên phù hợp với nội dung của đề văn nghị luận nào,Understand
2620,Đoạn văn trên phù hợp với phần nào của bài văn,Create
2621,Đoạn văn trên lập luận theo phương thức quy nạp đúng hay sai,Apply
2622,Cách trình bày của đoạn trên theo trình tự nào,Create
2623,Nghị luận về tác phẩm truyện hay đoạn trích là gì,Remember
2624,Bài văn Nghị luận về tác phẩm truyện hay đoạn trích thường sử dụng những thao tác lập luận gì,Understand
2625,Những nhận xét đánh giá về truyện phải xuất phát từ đâu,Evaluate
2626,Các nhận xét đánh giá về tác phẩm truyện hoặc đoạn trích trong bài nghị luận phải đáp ứng yêu cầu gì,Evaluate
2627,Ý nào dưới đây không phù hợp với bài văn Nghị luận về tác phẩm truyện hay đoạn trích,Understand
2628,Trong các đề bài sau đề nào không thuộc đề bài Nghị luận về tác phẩm truyện hay đoạn trích,Understand
2629,Đọc đoạn văn sau và trả lời các câu hỏi phía dưới Trong nền văn học hiện đại Kim Lân là một gương mặt độc đáo Do hoàn cảnh sống của mình ông am hiểu sâu sắc sinh hoạt tâm lí của người nông dân Kim Lân được xem là nhà văn của nông thôn của người dân quê Việt Nam với vẻ đẹp mộc mạc mà đậm đà Làng là một trong những truyện ngắn đặc sắc nhất của Kim Lân Tác phẩm này được viết trong thời kì đầu của cuộc kháng chiến chống thực dân Pháp thể hiện một cách sinh động vẻ đẹp của tình yêu quê hương tình yêu đất nước ở người nông dân Ai đến với Làng chắc khó có thể quên ông Hai một nhân vật nông dân mang đến những nét đẹp thật đáng yêu qua ngòi bút khắc họa tài tình của Kim Lân Đoạn văn trên phù hợp với nội dung của đề văn nghị luận nào,Understand
2630,Đọc đoạn văn sau và trả lời các câu hỏi phía dưới Trong nền văn học hiện đại Kim Lân là một gương mặt độc đáo Do hoàn cảnh sống của mình ông am hiểu sâu sắc sinh hoạt tâm lí của người nông dân Kim Lân được xem là nhà văn của nông thôn của người dân quê Việt Nam với vẻ đẹp mộc mạc mà đậm đà Làng là một trong những truyện ngắn đặc sắc nhất của Kim Lân Tác phẩm này được viết trong thời kì đầu của cuộc kháng chiến chống thực dân Pháp thể hiện một cách sinh động vẻ đẹp của tình yêu quê hương tình yêu đất nước ở người nông dân Ai đến với Làng chắc khó có thể quên ông Hai một nhân vật nông dân mang đến những nét đẹp thật đáng yêu qua ngòi bút khắc họa tài tình của Kim Lân Đoạn văn trên phù hợp với phần nào của bài văn,Understand
2631,Nghị luận về tác phẩm truyện hay đoạn trích là gì,Remember
2632,Đọc đoạn văn sau và trả lời các câu hỏi từ câu 25 Trong nền văn học hiện đại Kim Lân là một gương mặt độc đáo Do hoàn cảnh sống của mình ông am hiểu sâu sắc sinh hoạt tâm lí của người nông dân Kim Lân được xem là nhà văn của nông thôn của người dân quê Việt Nam với vẻ đẹp mộc mạc mà đậm đà Làng là một trong những truyện ngắn đặc sắc nhất của Kim Lân Tác phẩm này được viết trong thời kì đầu của cuộc kháng chiến chống thực dân Pháp thể hiện một cách sinh động vẻ đẹp của tình yêu quê hương tình yêu đất nước ở người nông dân Ai đến với Làng chắc khó có thể quên ông Hai một nhân vật nông dân mang đến những nét đẹp thật đáng yêu qua ngòi bút khắc họa tài tình của Kim Lân Đoạn văn trên phù hợp với nội dung của đề văn nghị luận nào,Understand
2633,Đoạn văn trên phù hợp với phần nào của bài văn,Create
2634,Đoạn văn trên lập luận theo phương thức quy nạp đúng hay sai,Apply
2635,Cách trình bày của đoạn trên theo trình tự nào,Create
2636,Để làm tốt bài Cách làm bài nghị luận về tác phẩm truyện hoặc đoạn trích cần vận dụng các phép lập luận nào,Understand
2637,Một bài Cách làm bài nghị luận về tác phẩm truyện hoặc đoạn trích gồm mấy phần,Understand
2638,Phần mở bài của bài Cách làm bài nghị luận về tác phẩm truyện hoặc đoạn trích cần có nội dung nào sau đây,Create
2639,Dòng nào sau đây không phải là yêu cầu chính của bài nghị luận về tác phẩm truyện hoặc đoạn trích,Understand
2640,Phần nào sau đây không thuộc phần thân bài của bài văn Cách làm bài nghị luận về tác phẩm truyện hoặc đoạn trích,Understand
2641,Cho đề bài sau Phân tích nhân vật ông giáo trong truyện ngắn Lão Hạc của Nam Cao Trong phần mở bài ta sẽ giới thiệu về vấn đề gì,Analyze
2642,Giữa các phần các đoạn của bài văn cần có sự liên kết hợp lí tự nhiên đúng hay sai,Apply
2643,Trong quá trình triển khai các luận điểm luận cứ cần đáp ứng yêu cầu gì,Understand
2644,Ý nào sau đây không đúng khi nói về đặc điểm của bài văn nghị luận tác phẩm truyện hoặc đoạn trích,Understand
2645,Cho đoạn văn sau trả lời câu hỏi từ 24 Từ việc miêu tả hoạt động của các nhân vật Nam Cao đã gián tiếp đưa ra một tình thế lựa chọn đối với lão Hạc mà các dấu hiệu của nó đã được chuẩn bị ngay từ đầu Đó là việc giải quyết cái sống và cái chết sống liệu có giữ được mảnh vườn cho con mà vẫn có cái để mà ăn hay không bán mất mảnh vườn sẽ là một trọng tội không thể tha thứ được của lão đối với người vợ đã khuất và đứa con đang ở xa hay là chết thì sẽ giữ được mảnh vườn lương tâm yên ổn Nhưng nếu chết thì phải chết như thế nào chuẩn bị cho nó ra sao Cuối cùng lão Hạc lựa chọn cái chết Đầu tiên lão để cho cậu vàng chết trước Sau đó mới đến mình Lão âm thầm chuẩn bị dọn dẹp chu tất một con đường sạch sẽ để bước đến nhà mồ nhờ ông giáo giữ vườn để khỏi ai tranh chiếm nhòm ngó gửi cầm 30 đồng bạc để cậy bà con lo liệu ma chay nếu mình có mệnh hệ gì Lão đã chọn cái chết trong còn hơn phải sống khổ sống nhục Lão đã chết một cách cao ngạo và thảm khốc Chỉ có bằng cách này lão mới khỏi phạm vào mảnh đất thiêng dành cho con mình mới có thể chấm dứt kiếp sống lay lắt héo úaĐoạn văn trên phù hợp với nội dung của đề văn nghị luận nào,Create
2646,Cách trình bày của đoạn trên theo trình tự nào,Create
2647,Đoạn văn trên lập luận theo phương thức nào,Create
2648,Khi viết bài văn nghị luận về tác phẩm truyện hoặc đoạn trích cần thể hiện sự cảm thụ riêng đối với tác phẩmĐúng hay sai,Apply
2649,Đặc sắc nhất về nghệ thuật của bài thơ Sang thu,Understand
2650,Trong bài thơ trên hình ảnh thiên nhiên vào thời điểm giao mùa hạ thu có đặc điểm gì,Understand
2651,Trời đất lúc sang thu được miêu tả qua những phương diện nào,Understand
2652,Ý nghĩa của câu thơ Sấm cũng bớt bất ngờ Trên hàng cây đứng tuổi là gì,Remember
2653,Ý nào sau đây nêu được nét đặc sắc nhất về nghệ thuật của bài thơ trên,Understand
2654,Giọng thơ và cảm xúc bài Sang thu như thế nào,Understand
2655,Nhà thơ Hữu Thỉnh thuộc lớp nhà thơ trưởng thành vào thời kì nào,Understand
2656,Bài thơ Sang thu được viết theo thể thơ nào,Create
2657,Trong khổ thơ đầu của bài Sang thu những tín hiệu nào của thiên nhiên cho thấy thu chớm đến,Understand
2658,Trong câu thơ Hình như thu đã về hai chữ hình như là thành phần gì,Understand
2659,Hai câu thơ Sấm cũng bớt bất ngờ sử dụng phép tu từ nào,Remember
2660,Từ chùng chình trong câu thơ Sương chùng chình qua ngõ được hiểu thế nào,Remember
2661,Ý nào nói đúng cảm xúc của tác giả trong bài thơ Sang thu,Remember
2662,Địa danh nào sau đây là quê hương của Hữu Thỉnh,Understand
2663,Tác giả Hữu Thỉnh sinh năm bao nhiêu,Remember
2664,Hữu Thỉnh bắt đầu sáng tác thơ từ khi nào,Understand
2665,Hữu Thỉnh tham gia ban chấp hành hội nhà văn Việt Nam các khóa nào,Understand
2666,Năm 2000 Hữu Thỉnh giữ chức vụ gì trong Hội nhà văn Việt Nam,Understand
2667,Nhà thơ Hữu Thỉnh thuộc lớp nhà thơ trưởng thành vào thời kì nào,Understand
2668,Từ sau năm 1963 ông làm công việc gì trong quân ngũ,Understand
2669,Đâu không phải là đặc điểm thơ của Hữu Thỉnh,Understand
2670,Hữu Thỉnh thường viết về đề tài gì,Create
2671,Đâu không phải là tác phẩm của Hữu Thỉnh,Understand
2672,Nhận định nào đúng khi giới thiệu bài thơ Sang thu,Understand
2673,Sự biến đổi của đất trời lúc sang thu được nhà thơ cảm nhận lần đầu tiên từ đâu,Understand
2674,Hai câu thơ Sương chùng chình qua ngõ Hình như thu đã về sử dụng phép tu từ nào,Remember
2675,Từ chùng chình được hiểu thế nào,Remember
2676,Ý nào nói đúng cảm xúc của tác giả trong bài thơ Sang thu,Remember
2677,Trong bài thơ trên hình ảnh thiên nhiên vào thời điểm giao mùa hạ thu có đặc điểm gì,Understand
2678,Trời đất lúc sang thu được miêu tả qua những phương diện nào,Understand
2679,Ý nghĩa ẩn dụ của câu thơ Sấm cũng bớt bất ngờ Trên hàng cây đứng tuổi là gì,Remember
2680,Ý nào sau đây nêu được nét đặc sắc nhất về nghệ thuật của bài thơ trên,Understand
2681,Dòng nào dưới đây nêu đúng những đức tính tốt đẹp của người đồng mình,Understand
2682,Bài thơ Nói với con của Y Phương gợi nhắc chúng ta điều gì,Understand
2683,Từ nhỏ bé trong câu thơ Người đồng mình thô sơ da thịt Chẳng có ai nhỏ bé đâu con được dùng theo nghĩa nào,Understand
2684,Cụm từ lên thác xuống ghềnh là,Understand
2685,Hai câu thơ sau thể hiện điều gì Đan lờ cài nan hoa Vách nhà ken câu hát,Understand
2686,Bài thơ Nói với con có giọng điệu như thế nào,Understand
2687,Cách gọi Người đồng mình trong bài thơ Nói với con dùng để chỉ,Understand
2688,Câu thơ Người đồng mình thương lắm con ơi Nói với con Y Phương có sử dụng thành phần biệt lập nào,Understand
2689,Dòng nào không nói đúng nghệ thuật của bài thơ Nói với con Y Phương,Understand
2690,Bài thơ Nói với con của Y Phương đã giúp em hiểu về điều gì,Understand
2691,Nhận xét nào đúng về nhà thơ Y Phương,Evaluate
2692,Bài thơ Nói với con được làm theo thể thơ gì,Understand
2693,Bài thơ Nói với con được sáng tác trong giai đoạn nào,Understand
2694,Bài thơ Nói với con được làm theo thể thơ gì,Understand
2695,Qua bài Nói với con nhà thơ muốn gửi gắm điều gì,Understand
2696,Bài thơ Nói với con có giọng điệu như thế nào,Understand
2697,Bài thơ ra đời trong bối cảnh nào của đất nước,Understand
2698,Bài thơ Nói với con in trong tập thơ nào,Understand
2699,Bài thơ dùng phương thức biểu đạt chính là gì,Remember
2700,Cảm xúc của Nói với con diễn ra theo trình tự nào,Understand
2701,Ý nào nêu đúng nhất về nghệ thuật của bài thơ,Understand
2702,Thông điệp nào là đúng nhất cho bài thơ trên,Understand
2703,Khi sử dụng hàm ý cần có những điều kiện gì,Understand
2704,Tìm câu có chứa hàm ý trong đoạn hội thoại dưới đây Anh nói nữa đi Ông giục Báo cáo hết Người con trai vụt trở lại giọng vui vẻ Năm phút nữa là mười Còn hai mươi phút thôi Bác và cô vào trong nhà Chè đã ngấm rồi đấy,Understand
2705,Tìm hàm ý trong đoạn hội thoại dưới đây Tôi lên tiếng mở đường cho nó Cháu phải gọi Ba chắt nước giùm con phải nói như vậy Nó như không để ý đến câu nói của tôi nó lại kêu lên Cơm sôi rồi nhão bây giờ,Understand
2706,Nghĩa tường minh là gì,Remember
2707,Hàm ý là gì,Remember
2708,Câu nào dưới đây chứa hàm ý,Understand
2709,Đoạn hội thoại dưới đây chứa hàm ý gì Thầy giáo vào lớp được một lúc thì học trò xin vào Thầy giáo nói với học sinh đó Bây giờ là mấy giờ rồi,Understand
2710,Câu dã tràng xe cát biển Đông có hàm ý gì,Understand
2711,Nghĩa tường minh là gì,Remember
2712,Hàm ý là gì,Remember
2713,Câu nào dưới đây chứa hàm ý,Understand
2714,Đoạn hội thoại dưới đây chứa hàm ý gì Thầy giáo vào lớp được một lúc thì học trò xin vào Thầy giáo nói với học sinh đó Bây giờ là mấy giờ rồi,Understand
2715,Câu dã tràng xe cát biển Đông có hàm ý gì,Understand
2716,Khi sử dụng hàm ý cần có những điều kiện gì,Understand
2717,Tìm câu có chứa hàm ý trong đoạn hội thoại dưới đây Anh nói nữa đi Ông giục Báo cáo hết Người con trai vụt trở lại giọng vui vẻ Năm phút nữa là mười Còn hai mươi phút thôi Bác và cô vào trong nhà Chè đã ngấm rồi đấy,Understand
2718,Tìm hàm ý trong đoạn hội thoại dưới đây Tôi lên tiếng mở đường cho nó Cháu phải gọi Ba chắt nước giùm con phải nói như vậy Nó như không để ý đến câu nói của tôi nó lại kêu lên Cơm sôi rồi nhão bây giờ,Understand
2719,Hãy tìm hàm ý của câu in đậm trong đoạn văn sau Bác sĩ cầm mạch sẽ cắn môi nhìn ông già giọng phàn nàn Chậm quá Đến bây giờ mới tới,Apply
2720,Điền tiếp vào chỗ trống một câu có hàm ý khích lệ động viên Chán quá bài văn hôm nay tớ được có mỗi 5 điểm Không saocậu lấy đó để tự cố gắng thì sẽ đạt kết quả tốt trong những lần sau này,Understand
2721,Nghị luận về một bài thơ đoạn thơ là trình bày để nhận xét đánh giá của mình về nghệ thuật nội dung của bài thơ ấy đúng hay sai,Apply
2722,Nghị luận về đoạn thơ đầu bài Mùa xuân nho nhỏ cần những LUẬN ĐIỂM gì,Understand
2723,Khi viết bài nghị luận về một đoạn thơ bài thơ cần có lời văn gợi cảm thể hiện rung động chân thành của người viết đúng hay sai,Apply
2724,Nội dung nghệ thuật của bài thơ đoạn thơ thể hiện qua điều gì,Understand
2725,Dòng nào sau đây không phù hợp với yêu cầu của bài nghị luận về một đoạn thơ bài thơ,Understand
2726,Nghị luận về một đoạn thơ bài thơ là gì,Remember
2727,Nội dung và nghệ thuật của đoạn thơ bài thơ được thể hiện qua phương diện nào,Understand
2728,Đâu không phải là yêu cầu của bài Nghị luận về một đoạn thơ bài thơ,Understand
2729,Nội dung nghệ thuật của bài thơ đoạn thơ thể hiện qua điều gì,Understand
2730,Khi viết bài nghị luận về một đoạn thơ bài thơ cần có lời văn gợi cảm thể hiện rung động chân thành của người viết đúng hay sai,Apply
2731,Nghị luận về đoạn thơ đầu bài Mùa xuân nho nhỏ cần những luận điểm gì,Understand
2732,Nghị luận về một bài thơ đoạn thơ là trình bày để nhận xét đánh giá của mình về nghệ thuật nội dung của bài thơ ấy đúng hay sai,Apply
2733,Bài nghị luận về một đoạn thơ bài thơ cần nêu lên được các nhận xét đánh giá và sự cảm thụ riêng của người viết Những nhận xét đánh giá ấy phải gắn với sự phân tích bình giá ngôn ngữ hình ảnh giọng điệu nội dung cảm xúc của tác phẩm đúng hay sai,Apply
2734,Kết bài khi phân tích tác phẩm Viếng lăng Bác là,Analyze
2735,Kết bài nhằm mục đích khái quát giá trị ý nghĩa của đoạn thơ bài thơ đúng hay sai,Apply
2736,Phần mở bài của bài nghị luận về đoạn thơ bài thơ nêu điều gì,Understand
2737,Phần thân bài của bài văn nghị luận về bài thơ đoạn thơ lần lượt trình bày những suy nghĩ đánh giá về nội dung và nghệ thuật của bài thơ đoạn thơ đúng hay sai,Apply
2738,Phần mở bài của bài nghị luận về đoạn thơ bài thơ nêu điều gì,Understand
2739,Phần thân bài của bài văn nghị luận về bài thơ đoạn thơ lần lượt trình bày những suy nghĩ đánh giá về nội dung và nghệ thuật của bài thơ đoạn thơ đúng hay sai,Apply
2740,Một bài Cách làm bài nghị luận về bài thơ đoạn thơ gồm mấy phần,Understand
2741,Bài nghị luận về một đoạn thơ bài thơ cần nêu lên được các nhận xét đánh giá và sự cảm thụ riêng của người viết Những nhận xét đánh giá ấy phải gắn với sự phân tích bình giá ngôn ngữ hình ảnh giọng điệu nội dung cảm xúc của tác phẩm đúng hay sai,Apply
2742,Cho đề bài sau Phân tích khổ thơ đầu bài thơ Mùa xuân nho nhỏ của Thanh Hải Trong phần mở bài ta sẽ giới thiệu về vấn đề gì,Analyze
2743,Kết bài nhằm mục đích khái quát giá trị ý nghĩa của đoạn thơ bài thơ đúng hay sai,Apply
2744,Kết bài khi phân tích tác phẩm Viếng lăng Bác là,Analyze
2745,Nhân vật trữ tình trong bài thơ trên là gì,Remember
2746,Chủ đề bài thơ Mây và sóng là gì,Remember
2747,Điểm giống và khác nhau giữa hai phần của bài thơ Mây và sóng là gì,Remember
2748,Nhận định nào là chính xác về nhà thơ Tago,Understand
2749,Bài thơ Mây và sóng là lời của ai nói với ai,Remember
2750,Ngoài ý nghĩa ca ngợi tình cảm mẹ con bài thơ còn gợi cho ta thêm suy ngẫm về điều gì nữa,Understand
2751,Bài thơ được thể hiện bằng hình thức ngôn ngữ nào,Understand
2752,Bài thơ thể hiện bằng ngôn ngữ nào,Understand
2753,Những nét đặc sắc về nội dung của bài thơ trên là gì,Remember
2754,Dòng nào sau đây nhận định không đúng về nhân vật em bé trong bài Mây và sóng,Understand
2755,Bài thơ gợi cho ta suy ngẫm về điều gì trong cuộc sống,Understand
2756,Câu thơ Và không ai trên thế gian này biết mẹ con ta ở chốn nào được hiểu như thế nào,Remember
2757,Nội dung chính của bài thơ là gì,Remember
2758,Nhận định nào là chính xác về nhà thơ Tago,Understand
2759,Tác giả Rabinđranát Tago sinh năm bao nhiêu,Remember
2760,Tago sinh ra trong gia đình thế nào,Understand
2761,Ông bắt đầu sáng tác thơ từ khi nào,Understand
2762,Ngoài làm thơ Tago còn hoạt động trên lĩnh vực nào,Understand
2763,Năm 14 tuổi ông được đăng bài thơ gì,Understand
2764,Đâu không phải là tập thơ của Tago,Understand
2765,Đâu không phải là đặc điểm thơ ca của Tago,Understand
2766,Về văn xuôi Tago không đề cập đến lĩnh vực nào,Understand
2767,Tago là người Châu Á đầu tiên được trao Giải Nobel Văn học với tập Thơ dâng đúng hay sai,Apply
2768,Bài thơ Mây và sóng được viết bằng ngôn ngữ nào,Create
2769,Bài thơ Mây và sóng được viết theo thể thơ nào,Create
2770,Bài thơ Mây và sóng được in trong tập thơ nào,Understand
2771,Bài thơ xuất bản lần đầu năm bao nhiêu,Understand
2772,Trong bài thơ em bé trò chuyện với những ai,Understand
2773,Khi dịch ra tiếng anh bài thơ Mây và sóng in trong tập thơ nào,Understand
2774,Hình ảnh thơ trong tác phẩm có đặc điểm gì,Understand
2775,Bài thơ gợi cho ta suy ngẫm về điều gì trong cuộc sống,Understand
2776,Bài thơ thể hiện bằng giọng điệu nào,Understand
2777,Hình ảnh mây và sóng trong bài thơ biểu tượng cho điều gì,Understand
2778,Bài thơ Mây và sóng là lời của ai nói với ai,Remember
2779,Điểm giống và khác nhau giữa hai phần của bài thơ Mây và sóng là gì,Remember
2780,Chủ đề bài thơ Mây và sóng là gì,Remember
2781,Nhân vật trữ tình trong bài thơ trên là,Understand
2782,Nội dung chính của bài thơ là gì,Remember
2783,Câu thơ Và không ai trên thế gian này biết mẹ con ta ở chốn nào được hiểu như thế nào,Remember
2784,Dòng nào sau đây nhận định không đúng về nhân vật em bé trong bài Mây và sóng,Understand
2785,Những nét đặc sắc về nội dung của bài thơ trên là gì,Remember
2786,Bài thơ được thể hiện bằng hình thức ngôn ngữ nào,Understand
2787,Nhận xét về hình ảnh thiên nhiên trong bài thơ,Evaluate
2788,Bài thơ nào sau đây không nói về hình ảnh người lính và tình đồng đội,Understand
2789,Nhận xét nào đúng với bài thơ Mây và sóng,Evaluate
2790,Bài thơ Viếng lăng Bác thuộc thể thơ gì,Understand
2791,Đặc sắc nghệ thuật của bài thơ Đồng chí của nhà thơ Chính Hữu là gì,Remember
2792,Bài thơ Con cò được viết theo thể thơ nào,Create
2793,Bài thơ Đồng chí ra đời vào thời gian nào,Understand
2794,Bài thơ Tiểu đội xe không kính được sáng tác năm nào,Remember
2795,Bài thơ Khúc hát ru những em bé lớn trên lưng mẹ là của tác giả nào,Remember
2796,Nhà thơ Bằng Việt là tác giả của bài thơ nào,Remember
2797,Nhận xét sau đúng với nội dung của bài thơ nào Qua hình thức những lời hát ru bài thơ ca ngợi tình mẹ và lời ru đối với cuộc sống của mỗi con người,Evaluate
2798,Dòng nào sau đây không phù hợp với yêu cầu của bài nghị luận về một đoạn thơ bài thơ,Understand
2799,Nội dung nghệ thuật của bài thơ đoạn thơ thể hiện qua điều gì,Understand
2800,Khi viết bài nghị luận về một đoạn thơ bài thơ cần có lời văn gợi cảm thể hiện rung động chân thành của người viết đúng hay sai,Apply
2801,Nghị luận về đoạn thơ đầu bài Mùa xuân nho nhỏ cần LUẬN ĐIỂM gì,Understand
2802,Nghị luận về một bài thơ đoạn thơ là trình bày để nhận xét đánh giá của mình về nghệ thuật nội dung của bài thơ ấy đúng hay sai,Apply
2803,Nghị luận về đoạn thơ đầu bài Mùa xuân nho nhỏ cần những luận điểm gì,Understand
2804,Nghị luận về một bài thơ đoạn thơ là trình bày để nhận xét đánh giá của mình về nghệ thuật nội dung của bài thơ ấy đúng hay sai,Apply
2805,Văn bản Cuộc chia tay của những con búp bê thuộc thể loại văn bản nhật dụng đúng hay sai,Remember
2806,Văn bản nhật dụng nào nói về việc bảo vệ môi trường,Understand
2807,Tác phẩm Cuộc chia tay của những con búp bê sử dụng phương thức biểu đạt nào,Analyze
2808,Tác phẩm nào sau đây viết về đề tài Dân số và tương lai con người,Create
2809,Tự sự và miêu tả là phương thức biểu đạt của tác phẩm nào,Analyze
2810,Tác phẩm Tuyên bố thế giới về sự sống còn viết về chủ đề gì,Create
2811,Văn bản nhật dụng nào sau đây được viết bằng phương thức tự sự,Create
2812,Văn bản nhật dụng nào sau đây nói về bản sắc văn hóa của con người Việt Nam,Understand
2813,Văn bản nhật dụng nào viết về vẻ đẹp của sinh hoạt văn hóa dân tộc,Create
2814,Văn bản Bức tranh của em gái tôi là văn bản nhật dụng đúng hay sai,Apply
2815,Văn bản nhật dụng nào sau đây phê phán việc chạy đua vũ trang chống vũ khí hạt nhân,Understand
2816,Văn bản nhật dụng là gì,Remember
2817,Những lưu ý khi học văn bản nhật dụng,Understand
2818,Nội dung nào sau đây không phù hợp với đặc điểm của văn bản nhật dụng,Understand
2819,Văn bản nhật dụng nào sau đây được viết bằng phương thức nghị luận,Create
2820,Nội dung nào sau đây không phù hợp với đặc điểm của văn bản nhật dụng,Understand
2821,Văn bản Cuộc chia tay của những con búp bê thuộc thể loại văn bản nhật dụng đúng hay sai,Remember
2822,Văn bản nhật dụng nào nói về việc bảo vệ môi trường,Understand
2823,Văn bản nhật dụng nào sau đây phê phán việc chạy đua vũ trang chống vũ khí hạt nhân,Understand
2824,Văn bản Bức tranh của em gái tôi là văn bản nhật dụng đúng hay sai,Apply
2825,Văn bản nhật dụng nào viết về vẻ đẹp của sinh hoạt văn hóa dân tộc,Create
2826,Văn bản nhật dụng nào sau đây nói về bản sắc văn hóa của con người Việt Nam,Understand
