id,question,syntax_depth
2133,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Chúng kể cho tôi nghe cuộc sống buồn tẻ của chúng và những chuyện đó làm tôi buồn lắm chúng kể cho tôi nghe về những con chim tôi bẫy được đang sống ra sao và nhiều chuyện trẻ con khác nhưng tôi nhớ lại thì chưa bao giờ chúng nói một lời nào về bố và về dì ghẻ Thường thì chúng chỉ đề nghị tôi kể truyện cổ tích tôi kể lại những truyện bà tôi đã kể và nếu quên chỗ nào tôi bảo chúng đợi rồi chạy về nhà hỏi lại bà tôi Thấy thế bà tôi thường rất hài lòng Tôi cũng kể cho chúng nghe nhiều về bà tôi một hôm thằng lớn thở dài nói  Có lẽ tất cả các bà đều rất tốt bà tớ ngày trước cũng rất tốt Nó thường nói một cách buồn bã ngày trước trước kia đã có thời dường như nó đã sống trên trái đất này một trăm năm chứ không phải mười một năm Tôi còn nhớ nó có đôi bàn tay nhỏ nhắn những ngón tay thon thon và người mảnh dẻ yếu ớt cặp mắt rất sáng nhưng dịu dàng như ánh sáng của những ngọn đèn trong nhà thờ Hai em nó cũng rất dễ thương tôi tin yêu lắm tôi luôn muốn làm cho chúng vui thích nhưng tôi ưa thằng lớn hơn cả  Những đứa trẻ  Mácxim Gorơki SGK Ngữ văn 9  tập một Tâm trạng của nhân vật tôi được thể hiện trong đoạn trích trên là gì,48
2134,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Chúng kể cho tôi nghe cuộc sống buồn tẻ của chúng và những chuyện đó làm tôi buồn lắm chúng kể cho tôi nghe về những con chim tôi bẫy được đang sống ra sao và nhiều chuyện trẻ con khác nhưng tôi nhớ lại thì chưa bao giờ chúng nói một lời nào về bố và về dì ghẻ Thường thì chúng chỉ đề nghị tôi kể truyện cổ tích tôi kể lại những truyện bà tôi đã kể và nếu quên chỗ nào tôi bảo chúng đợi rồi chạy về nhà hỏi lại bà tôi Thấy thế bà tôi thường rất hài lòng Tôi cũng kể cho chúng nghe nhiều về bà tôi một hôm thằng lớn thở dài nói  Có lẽ tất cả các bà đều rất tốt bà tớ ngày trước cũng rất tốt Nó thường nói một cách buồn bã ngày trước trước kia đã có thời dường như nó đã sống trên trái đất này một trăm năm chứ không phải mười một năm Tôi còn nhớ nó có đôi bàn tay nhỏ nhắn những ngón tay thon thon và người mảnh dẻ yếu ớt cặp mắt rất sáng nhưng dịu dàng như ánh sáng của những ngọn đèn trong nhà thờ Hai em nó cũng rất dễ thương tôi tin yêu lắm tôi luôn muốn làm cho chúng vui thích nhưng tôi ưa thằng lớn hơn cả  Những đứa trẻ  Mácxim Gorơki SGK Ngữ văn 9  tập một Đâu là nhận xét đúng nhất về tình bạn của những đứa trẻ trong đoạn trích,50
2135,Từ đầu trong dòng nào sau đây được dùng theo nghĩa gốc,5
2136,Giọng điệu của Bài thơ về tiểu đội xe không kính là,5
2137,Tác giả đã đặt ông Hai vào tình huống như thế nào để ông tự bộc lộ tính cách của mình,5
2138,Vừa lúc ấy tôi đã đến gần anh Với lòng mong nhớ của anh chắc anh nghĩ rằng con anh sẽ chạy xô vào lòng anh sẽ ôm chặt lấy cổ anh Anh vừa bước vừa khom ngưòi đưa tay đón chờ con Nghe gọi con bé giật mình tròn mắt nhìn Nó ngơ ngác lạ lùng Còn anh anh không ghìm nổi xúc động Mỗi lần bị xúc động vết thẹo dài trên má phải lại đỏ ửng lên giần giật trông rất dễ sợ Với vẻ mặt xúc động ấy và hai tay vẫn đưa về phía trước anh chầm chậm bước tới giọng lặp bặp run run  Đoạn văn trên trích trong tác phẩm nào,29
2139,Truyện Chiếc lược ngà của tác giả nào,3
2140,Tại sao người đọc biết được truyện Chiếc lược ngà viết về vùng đất Nam bộ,5
2141,Vừa lúc ấy tôi đã đến gần anh Với lòng mong nhớ của anh chắc anh nghĩ rằng con anh sẽ chạy xô vào lòng anh sẽ ôm chặt lấy cổ anh Anh vừa bước vừa khom ngưòi đưa tay đón chờ con Nghe gọi con bé giật mình tròn mắt nhìn Nó ngơ ngác lạ lùng Còn anh anh không ghìm nổi xúc động Mỗi lần bị xúc động vết thẹo dài trên má phải lại đỏ ửng lên giần giật trông rất dễ sợ Với vẻ mặt xúc động ấy và hai tay vẫn đưa về phía trước anh chầm chậm bước tới giọng lặp bặp run run  Đoạn văn trên có sự kết hợp giữa các phương thức biểu đạt nào,29
2142,Vừa lúc ấy tôi đã đến gần anh Với lòng mong nhớ của anh chắc anh nghĩ rằng con anh sẽ chạy xô vào lòng anh sẽ ôm chặt lấy cổ anh Anh vừa bước vừa khom ngưòi đưa tay đón chờ con Nghe gọi con bé giật mình tròn mắt nhìn Nó ngơ ngác lạ lùng Còn anh anh không ghìm nổi xúc động Mỗi lần bị xúc động vết thẹo dài trên má phải lại đỏ ửng lên giần giật trông rất dễ sợ Với vẻ mặt xúc động ấy và hai tay vẫn đưa về phía trước anh chầm chậm bước tới giọng lặp bặp run run  Nội dung chính của đoạn văn trên là gì,27
2143,Vừa lúc ấy tôi đã đến gần anh Với lòng mong nhớ của anh chắc anh nghĩ rằng con anh sẽ chạy xô vào lòng anh sẽ ôm chặt lấy cổ anh Anh vừa bước vừa khom ngưòi đưa tay đón chờ con Nghe gọi con bé giật mình tròn mắt nhìn Nó ngơ ngác lạ lùng Còn anh anh không ghìm nổi xúc động Mỗi lần bị xúc động vết thẹo dài trên má phải lại đỏ ửng lên giần giật trông rất dễ sợ Với vẻ mặt xúc động ấy và hai tay vẫn đưa về phía trước anh chầm chậm bước tới giọng lặp bặp run run  Người kể chuyện trong đoạn trích trên là ai,29
2144,Nhận định nào nói đúng nguồn gốc của từ Đồng chí,6
2145,Cụm từ súng bên súng nói lên điều gì,5
2146,Ý nào say đây không đúng khi nói về lời dẫn trực tiếp trong văn bản,8
2147,Khái niệm sau để chỉ phương châm hội thoại nào trong giao tiếp Chỉ nói những điều mình tin là đúng hoặc có bằng chứng xác thực,7
2148,Khái niệm sau để chỉ phương châm hội thoại nào trong giao tiếp Khi giao tiếp cần nói ngắn gọn rành mạch tránh cách nói mơ hồ,9
2149,Lời dẫn gián tiếp là,3
2150,Khái niệm sau để chỉ phương châm hội thoại nào trong giao tiếp nói phải có nội dung nội dung nói đáp ứng nhu cầu cuộc giao tiếp không thừa hoặc không thiếu thông tin,9
2151,Câu văn nào sử dụng lời nói gián tiếp,3
2152,Câu văn nào sau đây sử dụng lời dẫn trực tiếp,3
2153,Trong tiếng Việt thường hay tuân thủ theo phương pháp xưng khiêm hô tôn có nghĩa là gì,7
2154,Vì sao trong tiếng Việt khi giao tiếp người nói phải hết sức chú ý tới từ ngữ xưng hô,4
2155,Đọc đoạn văn sau đây và trả lời câu hỏi từ 1 5 Đọc sách vốn có ích riêng cho mình đọc nhiều không thể coi là vinh dự đọc ít cũng không phải là xấu hổ Đọc ít mà đọc kĩ thì sẽ tập thành nếp suy nghĩ sâu xa trầm ngâm tích luỹ tưởng tượng tự do đến mức làm đổi thay khí chất đọc nhiều mà không chịu nghĩ sâu như cưỡi ngựa qua chợ tuy châu báu phơi đầy chỉ tổ làm cho mắt hoa ý loạn tay không mà về Thế gian có biết bao người đọc sách chỉ để trang trí bộ mặt như kẻ trọc phú khoe của chỉ biết lấy nhiều làm quý Đối với việc học tập cách đó chỉ là lừa dối người dối với việc làm người thì cách đó thể hiện phẩm chất tầm thường thấp kém Đọc đoạn văn sau đây cho biết cách nghị luận của tác giả,28
2156,Từ trọc phú trong đoạn văn trên chỉ loại người nào,4
2157,Ý nào nêu khái quát nhất lời khuyên của tác giả đối với người đọc sách,5
2158,Luận điểm 1 của bài Bàn về đọc sách nằm ở câu nào trong đoạn đầu,5
2159,Loại sách thường thức cần cho ai,3
2160,Sức thuyết phục của văn bản Bàn về đọc sách là do,4
2161,Câu văn nào thể hiện rõ nhất nội dung khuyên người đọc sách phải chọn sách cho tinh,5
2162,Tác giả bài Bàn về đọc sách là người nước nào và có địa vị gì trong xã hội Trung Quốc,5
2163,Phương thức biểu đạt chính nào được dùng trong văn bản,3
2164,Nội dung nào dưới đây không được đề cập trong văn bản,4
2165,Vì sao đọc sách trong thời đại ngày nay không dễ,5
2166,Câu văn nào thể hiện rõ nội dung khuyên người đọc sách phải chọn cho tinh,6
2167,Địa danh nào dưới đây là quê của Chu Quang Tiềm,4
2168,Chu Quang Tiềm vừa là nhà mĩ học vừa là nhà lí luận học nổi tiếng Đúng hay sai,7
2169,Đâu không phải là sáng tác của Chu Quang Tiềm,3
2170,Những tác phẩm tập sách của Chu Quang Tiềm là nguồn tài liệu phong phúmang trong đó văn phong trong sáng và có sức ảnh hưởng sâu rộng đối với thế giới học thuật và tâm linh Đúng hay sai,11
2171,Những bài chính luận của Chu Quang Tiềm mang phong cách nhẹ nhàng nhưng vẫn đầy đủ lí lẽ xác đáng,4
2172,Chu Quang Tiềm thường viết về thể loại nào,3
2173,Địa danh nào dưới đây là quê của Chu Quang Tiềm,4
2174,Chu Quang Tiềm sinh năm bao nhiêu,3
2175,Tác giả Chu Quang Tiềm tên khai sinh là gì,3
2176,Nội dung nào dưới đây đúng về tác giả Chu Quang Tiềm,4
2177,Bàn về đọc sách sử dụng phương thức biểu đạt nào,5
2178,Văn bản trên không đề cập tới nội dung gì,3
2179,Vì sao đọc sách trong thời đại ngày nay không dễ,5
2180,Tại sao cần kết hợp giữa đọc rộng với đọc sâu giữa đọc sách thường thức với đọc sách chuyên môn,8
2181,Ý đúng nhất về sự thuyết phục của văn bản trên là gì,5
2182,Từ trọc phú trong đoạn văn trên chỉ loại người nào,4
2184,Chi tiết sau đây thuộc phần nào của văn bản Bàn về đọc sách  Đọc sách không cốt lấy nhiều quan trọng là phải chọn cho tinh đọc cho kĩ Nếu đọc 10 quyển sách không quan trọng không bằng đem thời gian sức lực đọc 10 quyển ấy mà đọc một quyển thật sự có giá trị,8
2185,Nội dung chính của Bàn về đọc sách,4
2186,Để viết mở bài phân tích văn bản Bàn về đọc sách cần đảm bảo những ý nào sau đây,7
2187,Chọn những chi tiết đúng về tầm quan trọng của việc đọc sách,5
2188,Đáp án nào không đúng khi nói về khó khăn trong việc đọc sách,6
2190,Nhận định sau đây đúng hay sai Đọc sách không cốt lấy nhiều quan trọng phải chọn cho tinh đọc cho kĩ Nếu đọc 10 quyển sách không quan trọng không bằng đem thời gian sức lực đọc 10 quyển ấy mà đọc một quyển thật sự có giá trị,11
2191,Tại sao không thể coi đọc nhiều là vinh dự,3
2192,Qua đoạn trích em có nhận xét gì về ý nghĩa mà tác giả muốn gửi gắm,4
2193,Ý nào sau đây nêu nhận xét không đúng về khởi ngữ,5
2194,Từ nào có thể điền vào chỗ trống trong câu sau  là rút ra cái chung từ những điều đã phân tích,5
2195,Câu nào dưới đây sử dụng khởi ngữ,4
2196,Khởi ngữ được hiểu là,3
2197,Câu nào dưới đây không chứa khởi ngữ,4
2198,Câu nào dưới đây không có khởi ngữ,4
2199,Khoanh tròn vào chữ cáI trước câu có thành phần khởi ngữ,6
2200,Câu nào sau đây có khởi ngữ,3
2201,Điền vào chỗ  để hoàn chỉnh câu sau  Khởi ngữ là thành phần đứng trước  để nêu lên đề tài được nói đến trong câu,7
2202,Ý nào sau đây nêu không đúng về khởi ngữ,4
2203,Trước khởi ngữ thường có các quan hệ từ,4
2204,Câu nào dưới đây không có khởi ngữ,4
2205,Câu nào sau đây có khởi ngữ,3
2206,Xác định thành phần khởi ngữ trong câu sau Đối với bài toán này tôi nghĩ chúng ta cần có thời gian để suy nghĩ thêm,6
2207,Đoạn văn sau và trả lời các câu hỏi từ 1  6 Người ta vẫn quen nhìn thời gian như một định luật đưa tới già nua tàn tạ hủy diệt nhưng không mấy ai nghĩ rằng chính nhờ có thời gian nên mới có tác động hiện hữu nảy sinh Nếu không có thời gian thì sẽ không bao giờ có sự sống Không có sự hình thành của trái đất không có sự kết hợp của các phân tử thành các cơ thể đơn bào rồi đa bào không có sự xuất hiện của các loài cỏ cây cầm thú không có sự tiến hóa liên tục cho tới loài người với bộ óc tinh vi sáng tạo Đó là những thành quả của sự tiến hóa không ngừng của vạn vật tức là thành quả thời gian Đoạn văn trên thuộc loại văn bản nào,25
2208,Câu hỏi nào phù hợp để hỏi về nội dung của đoạn trích trên,5
2209,Trong đoạn văn trên có vị trí gì,3
2210,Trong câu văn cuối có vị trí gì,3
2211,Câu cuối trong đoạn văn sử dụng phép lập luận nào,3
2212,Đoạn văn trên triển khai ý theo trình tự nào,4
2213,Phân tích là gì,3
2214,Tổng hợp là phép lập luận như thế nào,3
2215,Phân tích là gì,3
2216,Tổng hợp là phép lập luận như thế nào,3
2217,Phép phân tích và tổng hợp được dùng trong văn bản nhằm,4
2218,Có thể vận dụng các biện pháp nào trong phân tích,4
2219,Lập luận tổng hợp thường đặt ở vị trí nào trong đoạn văn,3
2220,Đọc Đoạn văn sau và trả lời các câu hỏi  Lòng biết ơn là cơ sở của đạo làm người Hiện nay trên khắp đất nước ta đang dấy lên phong trào đền ơn đáp nghĩa đối với thương binh liệt sĩ những bà mẹ anh hùng những gia đình có công với cách mạng Đảng và Nhà nước cùng toàn dân thực sự quan tâm chăm sóc các đối tượng chính sách Thương binh được học nghề được trợ vốn làm ăn các gia đình liệt sĩ các bà mẹ Việt Nam anh hùng được tặng nhà tình nghĩa được các cơ quan đoàn thể phụng dưỡng săn sóc tận tình Rồi những cuộc hành quân về chiến trường xưa tìm hài cốt đồng đội những nghĩa trang liệt sĩ đẹp đẽ với đài Tổ quốc ghi công sừng sững uy nghiêm luôn nhắc nhở mọi người mọi thế hệ hãy nhớ ơn các liệt sĩ đã hi sinh anh dũng vì độc lập tự do Không thể nào kể hết những biểu hiện sinh động phong phú của đạo lí uống nước nhớ nguồn của dân tộc ta Đạo lí này là nền tảng vững vàng để xây dựng một xã hội thực sự tốt đẹp  Đoạn văn trên thuộc phương thức biểu đạt nào,36
2221,Đọc Đoạn văn sau và trả lời các câu hỏi  Lòng biết ơn là cơ sở của đạo làm người Hiện nay trên khắp đất nước ta đang dấy lên phong trào đền ơn đáp nghĩa đối với thương binh liệt sĩ những bà mẹ anh hùng những gia đình có công với cách mạng Đảng và Nhà nước cùng toàn dân thực sự quan tâm chăm sóc các đối tượng chính sách Thương binh được học nghề được trợ vốn làm ăn các gia đình liệt sĩ các bà mẹ Việt Nam anh hùng được tặng nhà tình nghĩa được các cơ quan đoàn thể phụng dưỡng săn sóc tận tình Rồi những cuộc hành quân về chiến trường xưa tìm hài cốt đồng đội những nghĩa trang liệt sĩ đẹp đẽ với đài Tổ quốc ghi công sừng sững uy nghiêm luôn nhắc nhở mọi người mọi thế hệ hãy nhớ ơn các liệt sĩ đã hi sinh anh dũng vì độc lập tự do Không thể nào kể hết những biểu hiện sinh động phong phú của đạo lí uống nước nhớ nguồn của dân tộc ta Đạo lí này là nền tảng vững vàng để xây dựng một xã hội thực sự tốt đẹp  Đoạn văn trên nói về nội dung gì,36
2222,Đọc Đoạn văn sau và trả lời các câu hỏi  Lòng biết ơn là cơ sở của đạo làm người Hiện nay trên khắp đất nước ta đang dấy lên phong trào đền ơn đáp nghĩa đối với thương binh liệt sĩ những bà mẹ anh hùng những gia đình có công với cách mạng Đảng và Nhà nước cùng toàn dân thực sự quan tâm chăm sóc các đối tượng chính sách Thương binh được học nghề được trợ vốn làm ăn các gia đình liệt sĩ các bà mẹ Việt Nam anh hùng được tặng nhà tình nghĩa được các cơ quan đoàn thể phụng dưỡng săn sóc tận tình Rồi những cuộc hành quân về chiến trường xưa tìm hài cốt đồng đội những nghĩa trang liệt sĩ đẹp đẽ với đài Tổ quốc ghi công sừng sững uy nghiêm luôn nhắc nhở mọi người mọi thế hệ hãy nhớ ơn các liệt sĩ đã hi sinh anh dũng vì độc lập tự do Không thể nào kể hết những biểu hiện sinh động phong phú của đạo lí uống nước nhớ nguồn của dân tộc ta Đạo lí này là nền tảng vững vàng để xây dựng một xã hội thực sự tốt đẹp  Đoạn văn trên được trình bày theo hình thức nào,36
2223,Đọc Đoạn văn sau và trả lời các câu hỏi  Lòng biết ơn là cơ sở của đạo làm người Hiện nay trên khắp đất nước ta đang dấy lên phong trào đền ơn đáp nghĩa đối với thương binh liệt sĩ những bà mẹ anh hùng những gia đình có công với cách mạng Đảng và Nhà nước cùng toàn dân thực sự quan tâm chăm sóc các đối tượng chính sách Thương binh được học nghề được trợ vốn làm ăn các gia đình liệt sĩ các bà mẹ Việt Nam anh hùng được tặng nhà tình nghĩa được các cơ quan đoàn thể phụng dưỡng săn sóc tận tình Rồi những cuộc hành quân về chiến trường xưa tìm hài cốt đồng đội những nghĩa trang liệt sĩ đẹp đẽ với đài Tổ quốc ghi công sừng sững uy nghiêm luôn nhắc nhở mọi người mọi thế hệ hãy nhớ ơn các liệt sĩ đã hi sinh anh dũng vì độc lập tự do Không thể nào kể hết những biểu hiện sinh động phong phú của đạo lí uống nước nhớ nguồn của dân tộc ta Đạo lí này là nền tảng vững vàng để xây dựng một xã hội thực sự tốt đẹp  Trong câu văn cuối có vai trò gì,37
2224,Đọc Đoạn văn sau và trả lời các câu hỏi  Lòng biết ơn là cơ sở của đạo làm người Hiện nay trên khắp đất nước ta đang dấy lên phong trào đền ơn đáp nghĩa đối với thương binh liệt sĩ những bà mẹ anh hùng những gia đình có công với cách mạng Đảng và Nhà nước cùng toàn dân thực sự quan tâm chăm sóc các đối tượng chính sách Thương binh được học nghề được trợ vốn làm ăn các gia đình liệt sĩ các bà mẹ Việt Nam anh hùng được tặng nhà tình nghĩa được các cơ quan đoàn thể phụng dưỡng săn sóc tận tình Rồi những cuộc hành quân về chiến trường xưa tìm hài cốt đồng đội những nghĩa trang liệt sĩ đẹp đẽ với đài Tổ quốc ghi công sừng sững uy nghiêm luôn nhắc nhở mọi người mọi thế hệ hãy nhớ ơn các liệt sĩ đã hi sinh anh dũng vì độc lập tự do Không thể nào kể hết những biểu hiện sinh động phong phú của đạo lí uống nước nhớ nguồn của dân tộc ta Đạo lí này là nền tảng vững vàng để xây dựng một xã hội thực sự tốt đẹp  Câu cuối trong đoạn văn sử dụng phép lập luận nào,37
2225,Câu hỏi nào phù hợp để hỏi về nội dung của đoạn trích trên,5
2226,Trong đoạn văn trên có vị trí gì,3
2227,Để phân tích làm rõ luận điểm Học vấn không chỉ là chuyện đọc sách nhưng đọc sách vẫn là một con đường quan trọng của học vấn thì lập luận nào sau đây không phù hợp,6
2228,Ý nào sau đây không đúng khi nói về phép phân tích,5
2229,Trong Bàn về đọc sách lí do nào sau đây không phải khi chọn sách mà đọc của tác giả,6
2230,Đoạn văn sau và trả lời các câu hỏi Người ta vẫn quen nhìn thời gian như một định luật đưa tới già nua tàn tạ hủy diệt nhưng không mấy ai nghĩ rằng chính nhờ có thời gian nên mới có tác động hiện hữu nảy sinh Nếu không có thời gian thì sẽ không bao giờ có sự sống Không có sự hình thành của trái đất không có sự kết hợp của các phân tử thành các cơ thể đơn bào rồi đa bào không có sự xuất hiện của các loài cỏ cây cầm thú không có sự tiến hóa liên tục cho tới loài người với bộ óc tinh vi sáng tạo Đó là những thành quả của sự tiến hóa không ngừng của vạn vật tức là thành quả thời gian Đoạn văn trên thuộc loại văn bản nào,25
2231,Câu văn nào sau đây nêu ý chủ đạo của đoạn văn,5
2232,Văn bản Tiếng nói của văn nghệ sử dụng phương thức biểu đạt giống văn bản nào,6
2233,Câu văn Cái tư tưởng trong nghệ thuật là một tư tưởng náu mình yên lặng sử dụng biện pháp tu từ gì,6
2234,Nghệ thuật đặc sắc của Tiếng nói văn nghệ là,3
2235,Văn bản tiếng nói của văn nghệ sử dụng phương thức biểu đạtNÀO,5
2236,Ý nào nói không đúng về tác giả Nguyễn Đình Thi,4
2237,Văn bản Tiếng nói văn nghệ được Nguyễn Đình Thi là kiểu văn bản nào,3
2238,Nhận định nào sau đây nêu đầy đủ nhất về nội dung của văn bản Tiếng nói của văn nghệ,4
2239,Ý nào sau đây nói về con đường độc đáo của văn nghệ đến với người đọc,5
2240,Trong văn bản trên người viết đã dẫn ra những tác giả văn học nào để làm dẫn chứng,4
2241,Đọc đoạn văn sau và trả lời câu hỏi Nghệ thuật nói nhiều với tư tưởng nữa nghệ thuật không thể nào thiếu tư tưởng Không tư tưởng con người có thể nào là con người Nhưng trong nghệ thuật tư tưởng từ ngay cuộc sống hằng ngày nảy ra và thấm trong tất cả cuộc sống Tư tưởng của nghệ thuật không bao giờ là trí thức trừu tượng một mình trên cao Một câu thơ một trang truyện một vở kịch cho đến một bức tranh một bản đàn ngay khi làm chúng ta rung động trong cảm xúc có bao giờ để trí óc chúng ta nằm lười yên một chỗ Cái tư tưởng trong nghệ thuật là một tư tưởng yên lặng Và cái yên lặng của một câu thơ lắng sâu xuống tư tưởng Một bài thơ hay không bao giờ ta đọc qua một lần mà ta bỏ xuống được Ta sẽ dừng tay trên trang giấy đáng lẽ lật đi và đọc lại bài thơ Tất cả tâm hồn chúng ta đọc không phải chỉ có trí thức Và khác với cách độc riêng bằng trí thức lần đọc thứ hai chậm hơn đòi hỏi nhiều cố gắng hơn nhiều chỗ chúng ta dừng lại hơn Cho đến một câu thơ kia người đọc nghe thì thầm mãi trong lòng mắt không rời trang giấy Đoạn văn trên bàn về nội dung,42
2242,Địa danh nào sau đây là quê hương của Nguyễn Đình Thi,3
2243,Nhận định nào dưới đây nói chính xác về Nguyễn Đình Thi,4
2244,Sáng tác của Nguyễn Đình Thi thường viết về đề tài gì,4
2245,Phong cách nghệ thuật của Nguyễn Đình Thi có đặc điểm,4
2246,Đâu không phải là đặc điểm thơ văn của Nguyễn Đình Thi,3
2247,Nội dung nào dưới đây đúng về tác giả Nguyễn Đình Thi,4
2248,Ông được nhà nước phong tặng giải thưởng Hồ Chí Minh về văn học nghệ thuật đợt I năm bao nhiêu,6
2249,Nguyễn Đình Thi có đóng góp quan trọng trong lĩnh vực nào,4
2250,Nguyễn Đình Thi thuộc thế hệ các nghệ sĩ trưởng thành trong cuộc kháng chiến nào,4
2251,Đâu không phải là sáng tác của Nguyễn Đình Thi,3
2252,Tác phẩm Tiếng nói của văn nghệ là của tác giả nào,4
2253,Tác phẩm Tiếng nói của văn nghệ được viết theo thể loại nào,4
2254,Văn bản Tiếng nói của văn nghệ sử dụng phương thức biểu đạt giống với văn bản nào,6
2255,Văn bản Tiếng nói của văn nghệ được trích từ tiểu luận nào,4
2256,Văn bản Tiếng nói của văn nghệ sáng tác năm bao nhiêu,5
2257,Văn bản trên không đề cập tới nội dung gì,3
2258,Văn nghệ có ý nghĩa nào là quan trọng nhất đối với cuộc sống con người,4
2259,Văn bản Tiếng nói của văn nghệ thành công với nghệ thuật gì,4
2260,Nhận định nào sau đây nêu đầy đủ nhất về nội dung của văn bản Tiếng nói của văn nghệ,4
2261,Theo tác giả tại sao con người cần tới tiếng nói của văn nghệ,4
2262,Theo tác giả tại sao con người cần tới tiếng nói của văn nghệ,4
2263,Để viết mở bài phân tích văn bản Tiếng nói của văn nghệ cần đảm bảo những ý nào sau đây,7
2264,Ý nào sau đây nói về con đường độc đáo của văn nghệ đến với người đọc,5
2265,Trong văn bản trên người viết đã dẫn ra những tác giả văn học nào để làm dẫn chứng,4
2266,Nhận định sau đây đúng hay sai  Nhưng trong nghệ thuật tư tưởng từ ngay cuộc sống hằng ngày nảy ra và thấm trong tất cả cuộc sống Tư tưởng của nghệ thuật không bao giờ là trí thức trừu tượng một mình trên cao,6
2267,Đọc đoạn văn sau và trả lời câu hỏi Tác phẩm vừa là kết tinh của tâm hồn người sáng tác vừa là sợi dây truyền cho mọi người sự sống mà nghệ sĩ mang trong lòng Nghệ sĩ giới thiệu với chúng ta một cảm giác trình tự một tư tưởng bằng cách làm sống hiển hiện ngay lên trong tâm hồn chúng ta cảm giác trình tự tư tưởng ấy Nghệ thuật không đứng ngoài trỏ vẽ cho ta đường đi nghệ thuật vào đốt lửa trong lòng chúng ta khiến chúng ta tự phải bước lên đường ấy Bắt rễ ở cuộc đời hàng ngày của con người văn nghệ lại tạo được sự sống cho tâm hồn người Nội dung của đoạn văn trên là gì,21
2268,Đọc đoạn văn sau và trả lời câu hỏi Tác phẩm vừa là kết tinh của tâm hồn người sáng tác vừa là sợi dây truyền cho mọi người sự sống mà nghệ sĩ mang trong lòng Nghệ sĩ giới thiệu với chúng ta một cảm giác trình tự một tư tưởng bằng cách làm sống hiển hiện ngay lên trong tâm hồn chúng ta cảm giác trình tự tư tưởng ấy Nghệ thuật không đứng ngoài trỏ vẽ cho ta đường đi nghệ thuật vào đốt lửa trong lòng chúng ta khiến chúng ta tự phải bước lên đường ấy Bắt rễ ở cuộc đời hàng ngày của con người văn nghệ lại tạo được sự sống cho tâm hồn người C âu văn nào sau đây nêu ý nghĩa chủ đạo của đoạn văn,23
2269,Đọc đoạn văn sau và trả lời câu hỏi Tác phẩm vừa là kết tinh của tâm hồn người sáng tác vừa là sợi dây truyền cho mọi người sự sống mà nghệ sĩ mang trong lòng Nghệ sĩ giới thiệu với chúng ta một cảm giác trình tự một tư tưởng bằng cách làm sống hiển hiện ngay lên trong tâm hồn chúng ta cảm giác trình tự tư tưởng ấy Nghệ thuật không đứng ngoài trỏ vẽ cho ta đường đi nghệ thuật vào đốt lửa trong lòng chúng ta khiến chúng ta tự phải bước lên đường ấy Bắt rễ ở cuộc đời hàng ngày của con người văn nghệ lại tạo được sự sống cho tâm hồn người Câu văn Nghệ thuật không đứng ngoài trỏ vẽ cho ta đường đi nghệ thuật vào đốt lửa trong lòng chúng ta khiến chúng ta tự phải bước lên đường ấy sử dụng biện pháp tu từ gì,26
2270,Đọc đoạn văn sau và trả lời câu hỏi Tác phẩm vừa là kết tinh của tâm hồn người sáng tác vừa là sợi dây truyền cho mọi người sự sống mà nghệ sĩ mang trong lòng Nghệ sĩ giới thiệu với chúng ta một cảm giác trình tự một tư tưởng bằng cách làm sống hiển hiện ngay lên trong tâm hồn chúng ta cảm giác trình tự tư tưởng ấy Nghệ thuật không đứng ngoài trỏ vẽ cho ta đường đi nghệ thuật vào đốt lửa trong lòng chúng ta khiến chúng ta tự phải bước lên đường ấy Bắt rễ ở cuộc đời hàng ngày của con người văn nghệ lại tạo được sự sống cho tâm hồn người Đặc sắc về lập luận của đoạn văn trên là gì,23
2271,Đọc đoạn văn sau và trả lời câu hỏi Tác phẩm vừa là kết tinh của tâm hồn người sáng tác vừa là sợi dây truyền cho mọi người sự sống mà nghệ sĩ mang trong lòng Nghệ sĩ giới thiệu với chúng ta một cảm giác trình tự một tư tưởng bằng cách làm sống hiển hiện ngay lên trong tâm hồn chúng ta cảm giác trình tự tư tưởng ấy Nghệ thuật không đứng ngoài trỏ vẽ cho ta đường đi nghệ thuật vào đốt lửa trong lòng chúng ta khiến chúng ta tự phải bước lên đường ấy Bắt rễ ở cuộc đời hàng ngày của con người văn nghệ lại tạo được sự sống cho tâm hồn người Trong đoạn văn trên tác giả đã sử dụng phép lập luận chính nào,22
2272,Câu văn Ôi những cánh đồng quê chảy máu Nguyễn Đình Thi bộc lộ tâm trạng gì của người nói,5
2273,Trong những từ dưới đây từ ngữ có độ tin cậy cao nhất,5
2274,Câu nào trong số các câu sau có thành phần cảm thán,5
2275,Thành phần biệt lập của câu là gì,3
2276,Câu nào sau đây không chứa thành phần biệt lập cảm thán,3
2277,Trong các câu sau câu nào có thành phần cảm thán,4
2278,Gạch chân các thành phần tình thái hoặc cảm thán trong câu sau Tôi không rõ hình như họ là hai mẹ con,5
2279,Gạch chân các thành phần tình thái hoặc cảm thán trong câu sau Không thể nào việc đó lại lặp lại lần nữa,5
2280,Thành phần biệt lập của câu là gì,3
2281,Câu văn nào sau đây không chứa thành phần cảm thán,3
2282,Tác dụng của thành phần tình thái,3
2283,Câu nào sau đây không chứa thành phần cảm thán,3
